id	description	type	school	grade	sequence	pos	suitIds	mainAttrPoolId	subAttrPoolId	subAttrUpgradePoolId	upgradeType	decomposeGold	decomposeDG	quality	lightAttrPoolId	
4306310	 	4	3	6	310	2	6	0	0	0	3	4000	0	3	3010
4306410	 	4	3	6	410	2	6	0	0	0	4	4500	0	4	4010
4306510	 	4	3	6	510	2	6	0	0	0	5	5000	0	5	5010
4406110	 	4	4	6	110	3	6	0	0	0	1	3000	0	1	0
4406210	 	4	4	6	210	3	6	0	0	0	2	3500	0	2	0
4406310	 	4	4	6	310	3	6	0	0	0	3	4000	0	3	3010
4406410	 	4	4	6	410	3	6	0	0	0	4	4500	0	4	4010
4406510	 	4	4	6	510	3	6	0	0	0	5	5000	0	5	5010
4207110	 	4	2	7	110	1	7	0	0	0	1	3000	0	1	0
4207210	 	4	2	7	210	1	7	0	0	0	2	3500	0	2	0
4207310	 	4	2	7	310	1	7	0	0	0	3	4000	0	3	3010
4207410	 	4	2	7	410	1	7	0	0	0	4	4500	0	4	4010
4207510	 	4	2	7	510	1	7	0	0	0	5	5000	0	5	5010
4307110	 	4	3	7	110	2	7	0	0	0	1	3000	0	1	0
4307210	 	4	3	7	210	2	7	0	0	0	2	3500	0	2	0
4307310	 	4	3	7	310	2	7	0	0	0	3	4000	0	3	3010
4307410	 	4	3	7	410	2	7	0	0	0	4	4500	0	4	4010
4307510	 	4	3	7	510	2	7	0	0	0	5	5000	0	5	5010
4407110	 	4	4	7	110	3	7	0	0	0	1	3000	0	1	0
4407210	 	4	4	7	210	3	7	0	0	0	2	3500	0	2	0
4407310	 	4	4	7	310	3	7	0	0	0	3	4000	0	3	3010
4407410	 	4	4	7	410	3	7	0	0	0	4	4500	0	4	4010
4407510	 	4	4	7	510	3	7	0	0	0	5	5000	0	5	5010
4208110	 	4	2	8	110	1	8	0	0	0	1	3000	0	1	0
4208210	 	4	2	8	210	1	8	0	0	0	2	3500	0	2	0
4208310	 	4	2	8	310	1	8	0	0	0	3	4000	0	3	3010
4208410	 	4	2	8	410	1	8	0	0	0	4	4500	0	4	4010
4208510	 	4	2	8	510	1	8	0	0	0	5	5000	0	5	5010
4308110	 	4	3	8	110	2	8	0	0	0	1	3000	0	1	0
4308210	 	4	3	8	210	2	8	0	0	0	2	3500	0	2	0
4308310	 	4	3	8	310	2	8	0	0	0	3	4000	0	3	3010
4308410	 	4	3	8	410	2	8	0	0	0	4	4500	0	4	4010
4308510	 	4	3	8	510	2	8	0	0	0	5	5000	0	5	5010
4408110	 	4	4	8	110	3	8	0	0	0	1	3000	0	1	0
4408210	 	4	4	8	210	3	8	0	0	0	2	3500	0	2	0
4408310	 	4	4	8	310	3	8	0	0	0	3	4000	0	3	3010
4408410	 	4	4	8	410	3	8	0	0	0	4	4500	0	4	4010
4408510	 	4	4	8	510	3	8	0	0	0	5	5000	0	5	5010
4209110	 	4	2	9	110	1	9	0	0	0	1	3000	0	1	0
4209210	 	4	2	9	210	1	9	0	0	0	2	3500	0	2	0
4209310	 	4	2	9	310	1	9	0	0	0	3	4000	0	3	3010
4209410	 	4	2	9	410	1	9	0	0	0	4	4500	0	4	4010
4209510	 	4	2	9	510	1	9	0	0	0	5	5000	0	5	5010
4309110	 	4	3	9	110	2	9	0	0	0	1	3000	0	1	0
4309210	 	4	3	9	210	2	9	0	0	0	2	3500	0	2	0
4309310	 	4	3	9	310	2	9	0	0	0	3	4000	0	3	3010
4309410	 	4	3	9	410	2	9	0	0	0	4	4500	0	4	4010
4309510	 	4	3	9	510	2	9	0	0	0	5	5000	0	5	5010
4409110	 	4	4	9	110	3	9	0	0	0	1	3000	0	1	0
4409210	 	4	4	9	210	3	9	0	0	0	2	3500	0	2	0
4409310	 	4	4	9	310	3	9	0	0	0	3	4000	0	3	3010
4409410	 	4	4	9	410	3	9	0	0	0	4	4500	0	4	4010
4409510	 	4	4	9	510	3	9	0	0	0	5	5000	0	5	5010
4210110	 	4	2	10	110	1	10	0	0	0	1	3000	0	1	0
4210210	 	4	2	10	210	1	10	0	0	0	2	3500	0	2	0
4210310	 	4	2	10	310	1	10	0	0	0	3	4000	0	3	3011
4210410	 	4	2	10	410	1	10	0	0	0	4	4500	0	4	4011
4210510	 	4	2	10	510	1	10	0	0	0	5	5000	0	5	5011
4310110	 	4	3	10	110	2	10	0	0	0	1	3000	0	1	0
4310210	 	4	3	10	210	2	10	0	0	0	2	3500	0	2	0
4310310	 	4	3	10	310	2	10	0	0	0	3	4000	0	3	3011
4310410	 	4	3	10	410	2	10	0	0	0	4	4500	0	4	4011
4310510	 	4	3	10	510	2	10	0	0	0	5	5000	0	5	5011
4410110	 	4	4	10	110	3	10	0	0	0	1	3000	0	1	0
4410210	 	4	4	10	210	3	10	0	0	0	2	3500	0	2	0
4410310	 	4	4	10	310	3	10	0	0	0	3	4000	0	3	3011
4410410	 	4	4	10	410	3	10	0	0	0	4	4500	0	4	4011
4410510	 	4	4	10	510	3	10	0	0	0	5	5000	0	5	5011
4211110	 	4	2	11	110	1	11	0	0	0	1	3000	0	1	0
4211210	 	4	2	11	210	1	11	0	0	0	2	3500	0	2	0
4211310	 	4	2	11	310	1	11	0	0	0	3	4000	0	3	3011
4211410	 	4	2	11	410	1	11	0	0	0	4	4500	0	4	4011
4211510	 	4	2	11	510	1	11	0	0	0	5	5000	0	5	5011
4311110	 	4	3	11	110	2	11	0	0	0	1	3000	0	1	0
4311210	 	4	3	11	210	2	11	0	0	0	2	3500	0	2	0
4311310	 	4	3	11	310	2	11	0	0	0	3	4000	0	3	3011
4311410	 	4	3	11	410	2	11	0	0	0	4	4500	0	4	4011
4311510	 	4	3	11	510	2	11	0	0	0	5	5000	0	5	5011
4411110	 	4	4	11	110	3	11	0	0	0	1	3000	0	1	0
4411210	 	4	4	11	210	3	11	0	0	0	2	3500	0	2	0
4411310	 	4	4	11	310	3	11	0	0	0	3	4000	0	3	3011
4411410	 	4	4	11	410	3	11	0	0	0	4	4500	0	4	4011
4411510	 	4	4	11	510	3	11	0	0	0	5	5000	0	5	5011
4212110	 	4	2	12	110	1	12	0	0	0	1	3000	0	1	0
4212210	 	4	2	12	210	1	12	0	0	0	2	3500	0	2	0
4212310	 	4	2	12	310	1	12	0	0	0	3	4000	0	3	3011
4212410	 	4	2	12	410	1	12	0	0	0	4	4500	0	4	4011
4212510	 	4	2	12	510	1	12	0	0	0	5	5000	0	5	5011
4312110	 	4	3	12	110	2	12	0	0	0	1	3000	0	1	0
4312210	 	4	3	12	210	2	12	0	0	0	2	3500	0	2	0
4312310	 	4	3	12	310	2	12	0	0	0	3	4000	0	3	3011
4312410	 	4	3	12	410	2	12	0	0	0	4	4500	0	4	4011
4312510	 	4	3	12	510	2	12	0	0	0	5	5000	0	5	5011
4412110	 	4	4	12	110	3	12	0	0	0	1	3000	0	1	0
4412210	 	4	4	12	210	3	12	0	0	0	2	3500	0	2	0
4412310	 	4	4	12	310	3	12	0	0	0	3	4000	0	3	3011
4412410	 	4	4	12	410	3	12	0	0	0	4	4500	0	4	4011
4412510	 	4	4	12	510	3	12	0	0	0	5	5000	0	5	5011
4213110	 	4	2	13	110	1	13	0	0	0	1	3000	0	1	0
4213210	 	4	2	13	210	1	13	0	0	0	2	3500	0	2	0
4213310	 	4	2	13	310	1	13	0	0	0	3	4000	0	3	3011
4213410	 	4	2	13	410	1	13	0	0	0	4	4500	0	4	4011
4213510	 	4	2	13	510	1	13	0	0	0	5	5000	0	5	5011
4313110	 	4	3	13	110	2	13	0	0	0	1	3000	0	1	0
4313210	 	4	3	13	210	2	13	0	0	0	2	3500	0	2	0
4313310	 	4	3	13	310	2	13	0	0	0	3	4000	0	3	3011
4313410	 	4	3	13	410	2	13	0	0	0	4	4500	0	4	4011
4313510	 	4	3	13	510	2	13	0	0	0	5	5000	0	5	5011
4413110	 	4	4	13	110	3	13	0	0	0	1	3000	0	1	0
4413210	 	4	4	13	210	3	13	0	0	0	2	3500	0	2	0
4413310	 	4	4	13	310	3	13	0	0	0	3	4000	0	3	3011
4413410	 	4	4	13	410	3	13	0	0	0	4	4500	0	4	4011
4413510	 	4	4	13	510	3	13	0	0	0	5	5000	0	5	5011
4214110	 	4	2	14	110	1	14	0	0	0	1	3000	0	1	0
4214210	 	4	2	14	210	1	14	0	0	0	2	3500	0	2	0
4214310	 	4	2	14	310	1	14	0	0	0	3	4000	0	3	3011
4214410	 	4	2	14	410	1	14	0	0	0	4	4500	0	4	4011
4214510	 	4	2	14	510	1	14	0	0	0	5	5000	0	5	5011
4314110	 	4	3	14	110	2	14	0	0	0	1	3000	0	1	0
4314210	 	4	3	14	210	2	14	0	0	0	2	3500	0	2	0
4314310	 	4	3	14	310	2	14	0	0	0	3	4000	0	3	3011
4314410	 	4	3	14	410	2	14	0	0	0	4	4500	0	4	4011
4314510	 	4	3	14	510	2	14	0	0	0	5	5000	0	5	5011
4414110	 	4	4	14	110	3	14	0	0	0	1	3000	0	1	0
4414210	 	4	4	14	210	3	14	0	0	0	2	3500	0	2	0
4414310	 	4	4	14	310	3	14	0	0	0	3	4000	0	3	3011
4414410	 	4	4	14	410	3	14	0	0	0	4	4500	0	4	4011
4414510	 	4	4	14	510	3	14	0	0	0	5	5000	0	5	5011
4215110	 	4	2	15	110	1	15	0	0	0	1	3000	0	1	0
4215210	 	4	2	15	210	1	15	0	0	0	2	3500	0	2	0
4215310	 	4	2	15	310	1	15	0	0	0	3	4000	0	3	3011
4215410	 	4	2	15	410	1	15	0	0	0	4	4500	0	4	4011
4215510	 	4	2	15	510	1	15	0	0	0	5	5000	0	5	5011
4315110	 	4	3	15	110	2	15	0	0	0	1	3000	0	1	0
4315210	 	4	3	15	210	2	15	0	0	0	2	3500	0	2	0
4315310	 	4	3	15	310	2	15	0	0	0	3	4000	0	3	3011
4315410	 	4	3	15	410	2	15	0	0	0	4	4500	0	4	4011
4315510	 	4	3	15	510	2	15	0	0	0	5	5000	0	5	5011
4415110	 	4	4	15	110	3	15	0	0	0	1	3000	0	1	0
4415210	 	4	4	15	210	3	15	0	0	0	2	3500	0	2	0
4415310	 	4	4	15	310	3	15	0	0	0	3	4000	0	3	3011
4415410	 	4	4	15	410	3	15	0	0	0	4	4500	0	4	4011
4415510	 	4	4	15	510	3	15	0	0	0	5	5000	0	5	5011
4216110	 	4	2	16	110	1	16	0	0	0	1	3000	0	1	0
4216210	 	4	2	16	210	1	16	0	0	0	2	3500	0	2	0
4216310	 	4	2	16	310	1	16	0	0	0	3	4000	0	3	3010
4216410	 	4	2	16	410	1	16	0	0	0	4	4500	0	4	4010
4216510	 	4	2	16	510	1	16	0	0	0	5	5000	0	5	5010
4316110	 	4	3	16	110	2	16	0	0	0	1	3000	0	1	0
4316210	 	4	3	16	210	2	16	0	0	0	2	3500	0	2	0
4316310	 	4	3	16	310	2	16	0	0	0	3	4000	0	3	3010
4316410	 	4	3	16	410	2	16	0	0	0	4	4500	0	4	4010
4316510	 	4	3	16	510	2	16	0	0	0	5	5000	0	5	5010
4416110	 	4	4	16	110	3	16	0	0	0	1	3000	0	1	0
4416210	 	4	4	16	210	3	16	0	0	0	2	3500	0	2	0
4416310	 	4	4	16	310	3	16	0	0	0	3	4000	0	3	3010
4416410	 	4	4	16	410	3	16	0	0	0	4	4500	0	4	4010
4416510	 	4	4	16	510	3	16	0	0	0	5	5000	0	5	5010
4217110	电极火花：位置2	4	2	17	110	1	17	1100	0	21000	1	3000	0	1	0
4217210	电极火花：位置2	4	2	17	210	1	17	2100	0	22000	2	3500	0	2	0
4217310	电极火花：位置2	4	2	17	310	1	17	3100	0	23000	3	4000	0	3	3010
4217410	电极火花：位置2	4	2	17	410	1	17	4100	0	24000	4	4500	0	4	4010
4217510	电极火花：位置2	4	2	17	510	1	17	5100	0	25000	5	5000	0	5	5010
4317110	电极火花：位置3	4	3	17	110	2	17	1200	0	21000	1	3000	0	1	0
4317210	电极火花：位置3	4	3	17	210	2	17	2200	0	22000	2	3500	0	2	0
4317310	电极火花：位置3	4	3	17	310	2	17	3200	0	23000	3	4000	0	3	3010
4317410	电极火花：位置3	4	3	17	410	2	17	4200	0	24000	4	4500	0	4	4010
4317510	电极火花：位置3	4	3	17	510	2	17	5200	0	25000	5	5000	0	5	5010
4417110	电极火花：位置4	4	4	17	110	3	17	1300	0	21000	1	3000	0	1	0
4417210	电极火花：位置4	4	4	17	210	3	17	2300	0	22000	2	3500	0	2	0
4417310	电极火花：位置4	4	4	17	310	3	17	3300	0	23000	3	4000	0	3	3010
4417410	电极火花：位置4	4	4	17	410	3	17	4300	0	24000	4	4500	0	4	4010
4417510	电极火花：位置4	4	4	17	510	3	17	5300	0	25000	5	5000	0	5	5010
4218110	热感扫描：位置2	4	2	18	110	1	18	1100	0	21000	1	3000	0	1	0
4218210	热感扫描：位置2	4	2	18	210	1	18	2100	0	22000	2	3500	0	2	0
4218310	热感扫描：位置2	4	2	18	310	1	18	3100	0	23000	3	4000	0	3	3010
4218410	热感扫描：位置2	4	2	18	410	1	18	4100	0	24000	4	4500	0	4	4010
4218510	热感扫描：位置2	4	2	18	510	1	18	5100	0	25000	5	5000	0	5	5010
4318110	热感扫描：位置3	4	3	18	110	2	18	1200	0	21000	1	3000	0	1	0
4318210	热感扫描：位置3	4	3	18	210	2	18	2200	0	22000	2	3500	0	2	0
4318310	热感扫描：位置3	4	3	18	310	2	18	3200	0	23000	3	4000	0	3	3010
4318410	热感扫描：位置3	4	3	18	410	2	18	4200	0	24000	4	4500	0	4	4010
4318510	热感扫描：位置3	4	3	18	510	2	18	5200	0	25000	5	5000	0	5	5010
4418110	热感扫描：位置4	4	4	18	110	3	18	1300	0	21000	1	3000	0	1	0
4418210	热感扫描：位置4	4	4	18	210	3	18	2300	0	22000	2	3500	0	2	0
4418310	热感扫描：位置4	4	4	18	310	3	18	3300	0	23000	3	4000	0	3	3010
4418410	热感扫描：位置4	4	4	18	410	3	18	4300	0	24000	4	4500	0	4	4010
4418510	热感扫描：位置4	4	4	18	510	3	18	5300	0	25000	5	5000	0	5	5010
4219110	意念冠冕：位置2	4	2	19	110	1	19	1100	0	21000	1	3000	0	1	0
4219210	意念冠冕：位置2	4	2	19	210	1	19	2100	0	22000	2	3500	0	2	0
4219310	意念冠冕：位置2	4	2	19	310	1	19	3100	0	23000	3	4000	0	3	3010
4219410	意念冠冕：位置2	4	2	19	410	1	19	4100	0	24000	4	4500	0	4	4010
4219510	意念冠冕：位置2	4	2	19	510	1	19	5100	0	25000	5	5000	0	5	5010
4319110	意念冠冕：位置3	4	3	19	110	2	19	1200	0	21000	1	3000	0	1	0
4319210	意念冠冕：位置3	4	3	19	210	2	19	2200	0	22000	2	3500	0	2	0
4319310	意念冠冕：位置3	4	3	19	310	2	19	3200	0	23000	3	4000	0	3	3010
4319410	意念冠冕：位置3	4	3	19	410	2	19	4200	0	24000	4	4500	0	4	4010
4319510	意念冠冕：位置3	4	3	19	510	2	19	5200	0	25000	5	5000	0	5	5010
4419110	意念冠冕：位置4	4	4	19	110	3	19	1300	0	21000	1	3000	0	1	0
4419210	意念冠冕：位置4	4	4	19	210	3	19	2300	0	22000	2	3500	0	2	0
4419310	意念冠冕：位置4	4	4	19	310	3	19	3300	0	23000	3	4000	0	3	3010
4419410	意念冠冕：位置4	4	4	19	410	3	19	4300	0	24000	4	4500	0	4	4010
4419510	意念冠冕：位置4	4	4	19	510	3	19	5300	0	25000	5	5000	0	5	5010
4220110	斗志绷带：位置2	4	2	20	110	1	20	1100	0	21000	1	3000	0	1	0
4220210	斗志绷带：位置2	4	2	20	210	1	20	2100	0	22000	2	3500	0	2	0
4220310	斗志绷带：位置2	4	2	20	310	1	20	3100	0	23000	3	4000	0	3	3011
4220410	斗志绷带：位置2	4	2	20	410	1	20	4100	0	24000	4	4500	0	4	4011
4220510	斗志绷带：位置2	4	2	20	510	1	20	5100	0	25000	5	5000	0	5	5011
4320110	斗志绷带：位置3	4	3	20	110	2	20	1200	0	21000	1	3000	0	1	0
4320210	斗志绷带：位置3	4	3	20	210	2	20	2200	0	22000	2	3500	0	2	0
4320310	斗志绷带：位置3	4	3	20	310	2	20	3200	0	23000	3	4000	0	3	3011
4320410	斗志绷带：位置3	4	3	20	410	2	20	4200	0	24000	4	4500	0	4	4011
4320510	斗志绷带：位置3	4	3	20	510	2	20	5200	0	25000	5	5000	0	5	5011
4420110	斗志绷带：位置4	4	4	20	110	3	20	1300	0	21000	1	3000	0	1	0
4420210	斗志绷带：位置4	4	4	20	210	3	20	2300	0	22000	2	3500	0	2	0
4420310	斗志绷带：位置4	4	4	20	310	3	20	3300	0	23000	3	4000	0	3	3011
4420410	斗志绷带：位置4	4	4	20	410	3	20	4300	0	24000	4	4500	0	4	4011
4420510	斗志绷带：位置4	4	4	20	510	3	20	5300	0	25000	5	5000	0	5	5011
4221110	格斗冠军：位置2	4	2	21	110	1	21	1100	0	21000	1	3000	0	1	0
4221210	格斗冠军：位置2	4	2	21	210	1	21	2100	0	22000	2	3500	0	2	0
4221310	格斗冠军：位置2	4	2	21	310	1	21	3100	0	23000	3	4000	0	3	3010
4221410	格斗冠军：位置2	4	2	21	410	1	21	4100	0	24000	4	4500	0	4	4010
4221510	格斗冠军：位置2	4	2	21	510	1	21	5100	0	25000	5	5000	0	5	5010
4321110	格斗冠军：位置3	4	3	21	110	2	21	1200	0	21000	1	3000	0	1	0
4321210	格斗冠军：位置3	4	3	21	210	2	21	2200	0	22000	2	3500	0	2	0
4321310	格斗冠军：位置3	4	3	21	310	2	21	3200	0	23000	3	4000	0	3	3010
4321410	格斗冠军：位置3	4	3	21	410	2	21	4200	0	24000	4	4500	0	4	4010
4321510	格斗冠军：位置3	4	3	21	510	2	21	5200	0	25000	5	5000	0	5	5010
4421110	格斗冠军：位置4	4	4	21	110	3	21	1300	0	21000	1	3000	0	1	0
4421210	格斗冠军：位置4	4	4	21	210	3	21	2300	0	22000	2	3500	0	2	0
4421310	格斗冠军：位置4	4	4	21	310	3	21	3300	0	23000	3	4000	0	3	3010
4421410	格斗冠军：位置4	4	4	21	410	3	21	4300	0	24000	4	4500	0	4	4010
4421510	格斗冠军：位置4	4	4	21	510	3	21	5300	0	25000	5	5000	0	5	5010
4222110	英雄狩猎：位置2	4	2	22	110	1	22	1100	0	21000	1	3000	0	1	0
4222210	英雄狩猎：位置2	4	2	22	210	1	22	2100	0	22000	2	3500	0	2	0
4222310	英雄狩猎：位置2	4	2	22	310	1	22	3100	0	23000	3	4000	0	3	3010
4222410	英雄狩猎：位置2	4	2	22	410	1	22	4100	0	24000	4	4500	0	4	4010
4222510	英雄狩猎：位置2	4	2	22	510	1	22	5100	0	25000	5	5000	0	5	5010
4322110	英雄狩猎：位置3	4	3	22	110	2	22	1200	0	21000	1	3000	0	1	0
4322210	英雄狩猎：位置3	4	3	22	210	2	22	2200	0	22000	2	3500	0	2	0
4322310	英雄狩猎：位置3	4	3	22	310	2	22	3200	0	23000	3	4000	0	3	3010
4322410	英雄狩猎：位置3	4	3	22	410	2	22	4200	0	24000	4	4500	0	4	4010
4322510	英雄狩猎：位置3	4	3	22	510	2	22	5200	0	25000	5	5000	0	5	5010
4422110	英雄狩猎：位置4	4	4	22	110	3	22	1300	0	21000	1	3000	0	1	0
4422210	英雄狩猎：位置4	4	4	22	210	3	22	2300	0	22000	2	3500	0	2	0
4422310	英雄狩猎：位置4	4	4	22	310	3	22	3300	0	23000	3	4000	0	3	3010
4422410	英雄狩猎：位置4	4	4	22	410	3	22	4300	0	24000	4	4500	0	4	4010
4422510	英雄狩猎：位置4	4	4	22	510	3	22	5300	0	25000	5	5000	0	5	5010
4224510	暴走因子：位置2	4	2	24	510	1	24	5100	0	25000	5	5000	0	5	5010
4324510	暴走因子：位置3	4	3	24	510	2	24	5200	0	25000	5	5000	0	5	5010
4424510	暴走因子：位置4	4	4	24	510	3	24	5300	0	25000	5	5000	0	5	5010
4225310	冲锋号令：位置2	4	2	25	310	1	25	3100	0	23000	3	4000	0	3	3010
4225410	冲锋号令：位置2	4	2	25	410	1	25	4100	0	24000	4	4500	0	4	4010
4225510	冲锋号令：位置2	4	2	25	510	1	25	5100	0	25000	5	5000	0	5	5010
4325310	冲锋号令：位置3	4	3	25	310	2	25	3200	0	23000	3	4000	0	3	3010
4325410	冲锋号令：位置3	4	3	25	410	2	25	4200	0	24000	4	4500	0	4	4010
4325510	冲锋号令：位置3	4	3	25	510	2	25	5200	0	25000	5	5000	0	5	5010
4425310	冲锋号令：位置4	4	4	25	310	3	25	3300	0	23000	3	4000	0	3	3010
4425410	冲锋号令：位置4	4	4	25	410	3	25	4300	0	24000	4	4500	0	4	4010
4425510	冲锋号令：位置4	4	4	25	510	3	25	5300	0	25000	5	5000	0	5	5010
4226310	烟雾屏障：位置2	4	2	26	310	1	26	3100	0	23000	3	4000	0	3	3011
4226410	烟雾屏障：位置2	4	2	26	410	1	26	4100	0	24000	4	4500	0	4	4011
4226510	烟雾屏障：位置2	4	2	26	510	1	26	5100	0	25000	5	5000	0	5	5011
4326310	烟雾屏障：位置3	4	3	26	310	2	26	3200	0	23000	3	4000	0	3	3011
4326410	烟雾屏障：位置3	4	3	26	410	2	26	4200	0	24000	4	4500	0	4	4011
4326510	烟雾屏障：位置3	4	3	26	510	2	26	5200	0	25000	5	5000	0	5	5011
4426310	烟雾屏障：位置4	4	4	26	310	3	26	3300	0	23000	3	4000	0	3	3011
4426410	烟雾屏障：位置4	4	4	26	410	3	26	4300	0	24000	4	4500	0	4	4011
4426510	烟雾屏障：位置4	4	4	26	510	3	26	5300	0	25000	5	5000	0	5	5011
4227510	爆破飞镖：位置2	4	2	27	510	1	27	5100	0	25000	5	5000	0	5	5010
4327510	爆破飞镖：位置3	4	3	27	510	2	27	5200	0	25000	5	5000	0	5	5010
4427510	爆破飞镖：位置4	4	4	27	510	3	27	5300	0	25000	5	5000	0	5	5010
4228510	重型杠铃：位置2	4	2	28	510	1	28	5100	0	25000	5	5000	0	5	5011
4328510	重型杠铃：位置3	4	3	28	510	2	28	5200	0	25000	5	5000	0	5	5011
4428510	重型杠铃：位置4	4	4	28	510	3	28	5300	0	25000	5	5000	0	5	5011
4229510	闪光发卡：位置2	4	2	29	510	1	29	5100	0	25000	5	5000	0	5	5010
4329510	闪光发卡：位置3	4	3	29	510	2	29	5200	0	25000	5	5000	0	5	5010
4429510	闪光发卡：位置4	4	4	29	510	3	29	5300	0	25000	5	5000	0	5	5010
