id	description	quality	lv1	lv2	lv3	lv4	lv5	lv6	lv7	lv8	lv9	lv10	lv11	lv12	lv13	lv14	lv15	
4204410	先制：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4204510	先制：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4304110	先制：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4304210	先制：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4304310	先制：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4304410	先制：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4304510	先制：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4404110	先制：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4404210	先制：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4404310	先制：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4404410	先制：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4404510	先制：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4205110	共振：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4205210	共振：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4205310	共振：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4205410	共振：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4205510	共振：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4305110	共振：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4305210	共振：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4305310	共振：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4305410	共振：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4305510	共振：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4405110	共振：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4405210	共振：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4405310	共振：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4405410	共振：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4405510	共振：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4206110	终结：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4206210	终结：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4206310	终结：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4206410	终结：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4206510	终结：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4306110	终结：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4306210	终结：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4306310	终结：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4306410	终结：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4306510	终结：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4406110	终结：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4406210	终结：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4406310	终结：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4406410	终结：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4406510	终结：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4207110	破甲：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4207210	破甲：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4207310	破甲：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4207410	破甲：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4207510	破甲：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4307110	破甲：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4307210	破甲：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4307310	破甲：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4307410	破甲：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4307510	破甲：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4407110	破甲：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4407210	破甲：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4407310	破甲：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4407410	破甲：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4407510	破甲：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4208110	坚韧：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4208210	坚韧：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4208310	坚韧：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4208410	坚韧：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4208510	坚韧：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4308110	坚韧：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4308210	坚韧：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4308310	坚韧：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4308410	坚韧：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4308510	坚韧：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4408110	坚韧：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4408210	坚韧：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4408310	坚韧：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4408410	坚韧：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4408510	坚韧：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4209110	钢骨：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4209210	钢骨：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4209310	钢骨：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4209410	钢骨：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4209510	钢骨：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4309110	钢骨：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4309210	钢骨：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4309310	钢骨：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4309410	钢骨：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4309510	钢骨：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4409110	钢骨：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4409210	钢骨：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4409310	钢骨：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4409410	钢骨：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4409510	钢骨：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4210110	不屈：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4210210	不屈：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4210310	不屈：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4210410	不屈：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4210510	不屈：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4310110	不屈：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4310210	不屈：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4310310	不屈：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4310410	不屈：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4310510	不屈：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4410110	不屈：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4410210	不屈：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4410310	不屈：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4410410	不屈：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4410510	不屈：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4211110	磐石：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4211210	磐石：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4211310	磐石：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4211410	磐石：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4211510	磐石：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4311110	磐石：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4311210	磐石：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4311310	磐石：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4311410	磐石：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4311510	磐石：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4411110	磐石：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4411210	磐石：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4411310	磐石：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4411410	磐石：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4411510	磐石：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4212110	激励：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4212210	激励：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4212310	激励：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4212410	激励：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4212510	激励：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4312110	激励：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4312210	激励：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4312310	激励：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4312410	激励：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4312510	激励：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4412110	激励：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4412210	激励：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4412310	激励：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4412410	激励：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4412510	激励：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4213110	守护：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4213210	守护：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4213310	守护：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4213410	守护：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4213510	守护：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4313110	守护：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4313210	守护：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4313310	守护：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4313410	守护：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4313510	守护：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4413110	守护：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4413210	守护：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4413310	守护：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4413410	守护：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4413510	守护：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4214110	大爱：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4214210	大爱：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4214310	大爱：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4214410	大爱：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4214510	大爱：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4314110	大爱：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4314210	大爱：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4314310	大爱：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4314410	大爱：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4314510	大爱：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4414110	大爱：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4414210	大爱：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4414310	大爱：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4414410	大爱：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4414510	大爱：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4215110	驱散：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4215210	驱散：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4215310	驱散：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4215410	驱散：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4215510	驱散：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4315110	驱散：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4315210	驱散：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4315310	驱散：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4315410	驱散：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4315510	驱散：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4415110	驱散：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4415210	驱散：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4415310	驱散：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4415410	驱散：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4415510	驱散：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4216110	制衡：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4216210	制衡：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4216310	制衡：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4216410	制衡：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4216510	制衡：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4316110	制衡：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4316210	制衡：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4316310	制衡：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4316410	制衡：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4316510	制衡：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4416110	制衡：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4416210	制衡：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4416310	制衡：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4416410	制衡：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4416510	制衡：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4217110	电极火花：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4217210	电极火花：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4217310	电极火花：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4217410	电极火花：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4217510	电极火花：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4317110	电极火花：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4317210	电极火花：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4317310	电极火花：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4317410	电极火花：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4317510	电极火花：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4417110	电极火花：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4417210	电极火花：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4417310	电极火花：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4417410	电极火花：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4417510	电极火花：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4218110	热感扫描：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4218210	热感扫描：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4218310	热感扫描：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4218410	热感扫描：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4218510	热感扫描：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4318110	热感扫描：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4318210	热感扫描：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4318310	热感扫描：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4318410	热感扫描：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4318510	热感扫描：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4418110	热感扫描：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4418210	热感扫描：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4418310	热感扫描：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4418410	热感扫描：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4418510	热感扫描：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4219110	增幅晶球：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4219210	增幅晶球：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4219310	增幅晶球：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4219410	增幅晶球：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4219510	增幅晶球：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4319110	增幅晶球：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4319210	增幅晶球：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4319310	增幅晶球：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4319410	增幅晶球：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4319510	增幅晶球：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4419110	增幅晶球：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4419210	增幅晶球：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4419310	增幅晶球：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4419410	增幅晶球：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4419510	增幅晶球：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4220110	万用绷带：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4220210	万用绷带：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4220310	万用绷带：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4220410	万用绷带：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4220510	万用绷带：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4320110	万用绷带：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4320210	万用绷带：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4320310	万用绷带：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4320410	万用绷带：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4320510	万用绷带：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4420110	万用绷带：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4420210	万用绷带：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4420310	万用绷带：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4420410	万用绷带：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4420510	万用绷带：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4221110	格斗冠军：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4221210	格斗冠军：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4221310	格斗冠军：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4221410	格斗冠军：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4221510	格斗冠军：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4321110	格斗冠军：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4321210	格斗冠军：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4321310	格斗冠军：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4321410	格斗冠军：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4321510	格斗冠军：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4421110	格斗冠军：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4421210	格斗冠军：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4421310	格斗冠军：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4421410	格斗冠军：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4421510	格斗冠军：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4222110	爆焰徽章：位置2_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4222210	爆焰徽章：位置2_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4222310	爆焰徽章：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4222410	爆焰徽章：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4222510	爆焰徽章：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4322110	爆焰徽章：位置3_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4322210	爆焰徽章：位置3_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4322310	爆焰徽章：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
