id	title	name	questType	scheDuling	page	condition	rewardShow	drop	redirectionId	priority	pointType	point	startTime	endTime	titlePicId	
106005	 	第5天登录	121	1	1	106005	110111	110111	0	106005	121	1	43831	401768	0
106006	 	第6天登录	121	1	1	106006	110112	110112	0	106006	121	1	43831	401768	0
106007	 	第7天登录	121	1	1	106007	110112	110112	0	106007	121	1	43831	401768	0
107001	 	使用特别招募10次	120	1	1	107001	20000252	20000252	52	107001	120	0	43831	401768	0
107002	 	通关英雄试炼5次	120	1	1	107002	20000253	20000253	72	107002	120	0	43831	401768	0
107003	 	参与武道大会5次	120	1	1	107003	20000254	20000254	19	107003	120	0	43831	401768	0
109001	 	体力600	129	1	1	109001	20000200	20000200	12	109001	129	0	43831	401768	0
109002	 	体力1200	129	1	1	109002	20000201	20000201	12	109002	129	0	43831	401768	0
109003	 	体力1800	129	1	1	109003	20000202	20000202	12	109003	129	0	43831	401768	0
109004	 	体力2400	129	1	1	109004	20000203	20000203	12	109004	129	0	43831	401768	0
109005	 	体力3000	129	1	1	109005	20000204	20000204	12	109005	129	0	43831	401768	0
109006	 	体力3600	129	1	1	109006	20000205	20000205	12	109006	129	0	43831	401768	0
109007	 	体力4000	129	1	1	109007	20000206	20000206	12	109007	129	0	43831	401768	0
109101	 	体力600	129	1	2	109101	20000207	20000207	12	109101	129	0	43831	401768	0
109102	 	体力1200	129	1	2	109102	20000208	20000208	12	109102	129	0	43831	401768	0
109103	 	体力1800	129	1	2	109103	20000209	20000209	12	109103	129	0	43831	401768	0
109104	 	体力2400	129	1	2	109104	20000210	20000210	12	109104	129	0	43831	401768	0
109105	 	体力3000	129	1	2	109105	20000211	20000211	12	109105	129	0	43831	401768	0
109106	 	体力3600	129	1	2	109106	20000212	20000212	12	109106	129	0	43831	401768	0
109107	 	体力4000	129	1	2	109107	20000213	20000213	12	109107	129	0	43832	401769	0
109201	 	体力600	129	2	1	109201	20000200	20000200	12	109201	129	0	43831	401768	0
109202	 	体力1200	129	2	1	109202	20000201	20000201	12	109202	129	0	43831	401768	0
109203	 	体力1800	129	2	1	109203	20000202	20000202	12	109203	129	0	43831	401768	0
109204	 	体力2400	129	2	1	109204	20000203	20000203	12	109204	129	0	43831	401768	0
109205	 	体力3000	129	2	1	109205	20000204	20000204	12	109205	129	0	43831	401768	0
109206	 	体力3600	129	2	1	109206	20000205	20000205	12	109206	129	0	43831	401768	0
109207	 	体力4000	129	2	1	109207	20000206	20000206	12	109207	129	0	43831	401768	0
109301	 	体力600	129	2	2	109301	20000207	20000207	12	109301	129	0	43831	401768	0
109302	 	体力1200	129	2	2	109302	20000208	20000208	12	109302	129	0	43831	401768	0
109303	 	体力1800	129	2	2	109303	20000209	20000209	12	109303	129	0	43831	401768	0
109304	 	体力2400	129	2	2	109304	20000210	20000210	12	109304	129	0	43831	401768	0
109305	 	体力3000	129	2	2	109305	20000211	20000211	12	109305	129	0	43831	401768	0
109306	 	体力3600	129	2	2	109306	20000212	20000212	12	109306	129	0	43831	401768	0
109307	 	体力4000	129	2	2	109307	20000213	20000213	12	109307	129	0	43832	401769	0
110101	模拟训练	第1层	133	1	1	110101	20000352	20000352	17	110101	133	0	43831	401768	0
110102	模拟训练	第2层	133	1	1	110102	20000353	20000353	17	110102	133	0	43831	401768	0
110103	模拟训练	第3层	133	1	1	110103	20000354	20000354	17	110103	133	0	43831	401768	0
110104	模拟训练	第4层	133	1	1	110104	20000355	20000355	17	110104	133	0	43831	401768	0
110105	模拟训练	第5层	133	1	1	110105	20000356	20000356	17	110105	133	0	43831	401768	0
110106	模拟训练	第6层	133	1	1	110106	20000357	20000357	17	110106	133	0	43831	401768	0
110107	模拟训练	第7层	133	1	1	110107	20000358	20000358	17	110107	133	0	43831	401768	0
110108	模拟训练	第8层	133	1	1	110108	20000359	20000359	17	110108	133	0	43831	401768	0
110201	怪人研究所	力量第1层	133	1	1	110201	20000360	20000360	21	110201	133	0	43831	401768	0
110202	怪人研究所	智慧第2层	133	1	1	110202	20000361	20000361	21	110202	133	0	43831	401768	0
110203	怪人研究所	运势第3层	133	1	1	110203	20000362	20000362	21	110203	133	0	43831	401768	0
110204	怪人研究所	力量第4层	133	1	1	110204	20000363	20000363	21	110204	133	0	43831	401768	0
110205	怪人研究所	智慧第5层	133	1	1	110205	20000364	20000364	21	110205	133	0	43831	401768	0
110206	怪人研究所	运势第6层	133	1	1	110206	20000365	20000365	21	110206	133	0	43831	401768	0
110207	怪人研究所	力量第7层	133	1	1	110207	20000366	20000366	21	110207	133	0	43831	401768	0
110208	怪人研究所	智慧第8层	133	1	1	110208	20000367	20000367	21	110208	133	0	43831	401768	0
110301	武道大会	参与10次	133	2	1	110301	20000378	20000378	19	110101	133	0	43831	401768	0
110302	武道大会	参与20次	133	2	1	110302	20000379	20000379	19	110102	133	0	43831	401768	0
110303	武道大会	参与30次	133	2	1	110303	20000380	20000380	19	110103	133	0	43831	401768	0
110304	武道大会	参与40次	133	2	1	110304	20000381	20000381	19	110104	133	0	43831	401768	0
110305	武道大会	胜利50次	133	2	1	110305	20000382	20000382	19	110105	133	0	43831	401768	0
110306	武道大会	胜利60次	133	2	1	110306	20000383	20000383	19	110106	133	0	43831	401768	0
110307	武道大会	胜利70次	133	2	1	110307	20000384	20000384	19	110107	133	0	43831	401768	0
110308	武道大会	胜利80次	133	2	1	110308	20000385	20000385	19	110108	133	0	43831	401768	0
110401	区域攻防	参与10次	133	2	1	110401	20000386	20000386	97	110201	133	0	43831	401768	0
110402	区域攻防	参与20次	133	2	1	110402	20000387	20000387	97	110202	133	0	43831	401768	0
110403	区域攻防	参与30次	133	2	1	110403	20000388	20000388	97	110203	133	0	43831	401768	0
110404	区域攻防	参与40次	133	2	1	110404	20000389	20000389	97	110204	133	0	43831	401768	0
110405	区域攻防	胜利50次	133	2	1	110405	20000390	20000390	97	110205	133	0	43831	401768	0
110406	区域攻防	胜利60次	133	2	1	110406	20000391	20000391	97	110206	133	0	43831	401768	0
110407	区域攻防	胜利70次	133	2	1	110407	20000392	20000392	97	110207	133	0	43831	401768	0
110408	区域攻防	胜利80次	133	2	1	110408	20000393	20000393	97	110208	133	0	43831	401768	0
110501	正义角逐	通关49层	133	3	1	110501	20000448	20000448	10	110501	133	0	43831	401768	0
110502	正义角逐	通关50层	133	3	1	110502	20000449	20000449	10	110502	133	0	43831	401768	0
110503	正义角逐	通关51层	133	3	1	110503	20000450	20000450	10	110503	133	0	43831	401768	0
110504	正义角逐	通关52层	133	3	1	110504	20000451	20000451	10	110504	133	0	43831	401768	0
110505	正义角逐	通关53层	133	3	1	110505	20000452	20000452	10	110505	133	0	43831	401768	0
110506	正义角逐	通关54层	133	3	1	110506	20000453	20000453	10	110506	133	0	43831	401768	0
110507	正义角逐	通关55层	133	3	1	110507	20000454	20000454	10	110507	133	0	43831	401768	0
110508	正义角逐	通关56层	133	3	1	110508	20000455	20000455	10	110508	133	0	43831	401768	0
110601	觉醒挑战	通关第1层	133	3	1	110601	20000456	20000456	136	110601	133	0	43831	401768	0
110602	觉醒挑战	通关第2层	133	3	1	110602	20000457	20000457	136	110602	133	0	43831	401768	0
110603	觉醒挑战	通关第3层	133	3	1	110603	20000458	20000458	136	110603	133	0	43831	401768	0
110604	觉醒挑战	通关第4层	133	3	1	110604	20000459	20000459	136	110604	133	0	43831	401768	0
110605	觉醒挑战	通关第5层	133	3	1	110605	20000460	20000460	136	110605	133	0	43831	401768	0
110606	觉醒挑战	通关第6层	133	3	1	110606	20000461	20000461	136	110606	133	0	43831	401768	0
110607	觉醒挑战	通关第7层	133	3	1	110607	20000462	20000462	136	110607	133	0	43831	401768	0
110608	觉醒挑战	通关第8层	133	3	1	110608	20000463	20000463	136	110608	133	0	43831	401768	0
117001	 	万圣节累计1天登录	74	1	1	117001	20000638	20000638	0	117001	74	0	43831	401768	0
117002	 	万圣节累计2天登录	74	1	1	117002	20000639	20000639	0	117002	74	0	43831	401768	0
117003	 	万圣节累计3天登录	74	1	1	117003	20000640	20000640	0	117003	74	0	43831	401768	0
117004	 	万圣节累计4天登录	74	1	1	117004	20000641	20000641	0	117004	74	0	43831	401768	0
117005	 	万圣节累计5天登录	74	1	1	117005	20000642	20000642	0	117005	74	0	43831	401768	0
117006	 	万圣节累计6天登录	74	1	1	117006	20000643	20000643	0	117006	74	0	43831	401768	0
117007	 	万圣节累计7天登录	74	1	1	117007	20000644	20000644	0	117007	74	0	43831	401768	0
117011	 	累计1天登录	76	1	1	117011	20000704	20000704	0	117011	76	0	43831	401768	0
117012	 	累计2天登录	76	1	1	117012	20000705	20000705	0	117012	76	0	43831	401768	0
117013	 	累计3天登录	76	1	1	117013	20000706	20000706	0	117013	76	0	43831	401768	0
117014	 	累计4天登录	76	1	1	117014	20000707	20000707	0	117014	76	0	43831	401768	0
117015	 	累计5天登录	76	1	1	117015	20000708	20000708	0	117015	76	0	43831	401768	0
117021	 	累计1天登录	76	2	1	117021	20000799	20000799	0	117021	76	0	43831	401768	0
117022	 	累计2天登录	76	2	1	117022	20000800	20000800	0	117022	76	0	43831	401768	0
117023	 	累计3天登录	76	2	1	117023	20000801	20000801	0	117023	76	0	43831	401768	0
117024	 	累计4天登录	76	2	1	117024	20000802	20000802	0	117024	76	0	43831	401768	0
117025	 	累计5天登录	76	2	1	117025	20000803	20000803	0	117025	76	0	43831	401768	0
117026	 	累计1天登录	76	3	1	117026	20000828	20000828	0	117026	76	0	43831	401768	0
117027	 	累计2天登录	76	3	1	117027	20000829	20000829	0	117027	76	0	43831	401768	0
117028	 	累计3天登录	76	3	1	117028	20000830	20000830	0	117028	76	0	43831	401768	0
117029	 	累计4天登录	76	3	1	117029	20000831	20000831	0	117029	76	0	43831	401768	0
117030	 	累计5天登录	76	3	1	117030	20000832	20000832	0	117030	76	0	43831	401768	0
117031	 	累计1天登录	76	4	1	117031	20000799	20000799	0	117031	76	0	43831	401768	0
117032	 	累计2天登录	76	4	1	117032	20000800	20000800	0	117032	76	0	43831	401768	0
117033	 	累计3天登录	76	4	1	117033	20000801	20000801	0	117033	76	0	43831	401768	0
117034	 	累计4天登录	76	4	1	117034	20000802	20000802	0	117034	76	0	43831	401768	0
117035	 	累计5天登录	76	4	1	117035	20000803	20000803	0	117035	76	0	43831	401768	0
117036	 	累计1天登录	76	5	1	117036	20000799	20000799	0	117036	76	0	43831	401768	0
117037	 	累计2天登录	76	5	1	117037	20000800	20000800	0	117037	76	0	43831	401768	0
117038	 	累计3天登录	76	5	1	117038	20000801	20000801	0	117038	76	0	43831	401768	0
117039	 	累计4天登录	76	5	1	117039	20000802	20000802	0	117039	76	0	43831	401768	0
117040	 	累计5天登录	76	5	1	117040	20000803	20000803	0	117040	76	0	43831	401768	0
117041	 	累计1天登录	76	6	1	117041	20000828	20000828	0	117041	76	0	43831	401768	0
117042	 	累计2天登录	76	6	1	117042	20000829	20000829	0	117042	76	0	43831	401768	0
117043	 	累计3天登录	76	6	1	117043	20000830	20000830	0	117043	76	0	43831	401768	0
117044	 	累计4天登录	76	6	1	117044	20000831	20000831	0	117044	76	0	43831	401768	0
117045	 	累计5天登录	76	6	1	117045	20000832	20000832	0	117045	76	0	43831	401768	0
117046	 	累计1天登录	76	7	1	117046	20000843	20000843	0	117046	76	0	43831	401768	0
117047	 	累计2天登录	76	7	1	117047	20000844	20000844	0	117047	76	0	43831	401768	0
117048	 	累计3天登录	76	7	1	117048	20000845	20000845	0	117048	76	0	43831	401768	0
117049	 	累计4天登录	76	7	1	117049	20000846	20000846	0	117049	76	0	43831	401768	0
117050	 	累计5天登录	76	7	1	117050	20000847	20000847	0	117050	76	0	43831	401768	0
117051	 	累计1天登录	76	8	1	117051	20000828	20000828	0	117051	76	0	43831	401768	0
117052	 	累计2天登录	76	8	1	117052	20000829	20000829	0	117052	76	0	43831	401768	0
117053	 	累计3天登录	76	8	1	117053	20000830	20000830	0	117053	76	0	43831	401768	0
117054	 	累计4天登录	76	8	1	117054	20000831	20000831	0	117054	76	0	43831	401768	0
117055	 	累计5天登录	76	8	1	117055	20000832	20000832	0	117055	76	0	43831	401768	0
117056	 	累计1天登录	76	9	1	117056	20000866	20000866	0	117056	76	0	43831	401768	0
117057	 	累计2天登录	76	9	1	117057	20000867	20000867	0	117057	76	0	43831	401768	0
117058	 	累计3天登录	76	9	1	117058	20000868	20000868	0	117058	76	0	43831	401768	0
117059	 	累计4天登录	76	9	1	117059	20000869	20000869	0	117059	76	0	43831	401768	0
117060	 	累计5天登录	76	9	1	117060	20000870	20000870	0	117060	76	0	43831	401768	0
118001	 	每日通关英雄试炼剑10次	85	1	1	118001	20000715	20000715	162	118001	85	0	43831	401768	0
118002	 	每日通关英雄试炼盾10次	85	1	1	118002	20000716	20000716	163	118002	85	0	43831	401768	0
118003	 	通关英雄试炼剑第3层	85	1	1	118003	20000717	20000717	162	118003	85	0	43831	401768	0
118004	 	通关英雄试炼盾第3层	85	1	1	118004	20000718	20000718	163	118004	85	0	43831	401768	0
118005	 	通关英雄试炼剑第5层	85	1	1	118005	20000719	20000719	162	118005	85	0	43831	401768	0
118006	 	通关英雄试炼盾第5层	85	1	1	118006	20000720	20000720	163	118006	85	0	43831	401768	0
118007	 	通关英雄试炼剑60次	85	1	1	118007	20000721	20000721	162	118007	85	0	43831	401768	0
118008	 	通关英雄试炼盾60次	85	1	1	118008	20000722	20000722	163	118008	85	0	43831	401768	0
118009	 	通关英雄试炼剑100次	85	1	1	118009	20000723	20000723	162	118009	85	0	43831	401768	0
118010	 	通关英雄试炼盾100次	85	1	1	118010	20000724	20000724	163	118010	85	0	43831	401768	0
118011	 	通关英雄试炼剑150次	85	1	1	118011	20000725	20000725	162	118011	85	0	43831	401768	0
118012	 	通关英雄试炼盾150次	85	1	1	118012	20000726	20000726	163	118012	85	0	43831	401768	0
118021	 	每日巅峰对战参与5次	104	1	1	118021	20000833	20000833	171	118021	104	0	43831	401768	0
118022	 	每日巅峰对战胜利3次	104	1	1	118022	20000834	20000834	171	118022	104	0	43831	401768	0
118023	 	累计巅峰对战参与15次	104	1	1	118023	20000835	20000835	171	118023	104	0	43831	401768	0
118024	 	累计巅峰对战胜利10次	104	1	1	118024	20000836	20000836	171	118024	104	0	43831	401768	0
118025	 	累计巅峰对战参与35次	104	1	1	118025	20000837	20000837	171	118025	104	0	43831	401768	0
118026	 	累计巅峰对战胜利25次	104	1	1	118026	20000838	20000838	171	118026	104	0	43831	401768	0
118027	 	累计巅峰对战参与55次	104	1	1	118027	20000839	20000839	171	118027	104	0	43831	401768	0
118028	 	累计巅峰对战胜利35次	104	1	1	118028	20000840	20000840	171	118028	104	0	43831	401768	0
118029	 	累计巅峰对战参与70次	104	1	1	118029	20000841	20000841	171	118029	104	0	43831	401768	0
118030	 	累计巅峰对战胜利50次	104	1	1	118030	20000842	20000842	171	118030	104	0	43831	401768	0
